file_number,office,shift_granted,admission_date,condition,shift_date,egress_date,technical,detail
p-59996/16,godoy cruz,si,21/11/2016,archivado,,,cn,retira aux. paula batisteli
p-28537/15,godoy cruz,si,23/11/2016,falta entregar,,,cn,
p-65820/16,las heras,si,24/11/2016,archivado,,29/11/2016,lo,mesa de entradas de las heras-lavalle
p-116426/16,oficina fiscal 9,si,30/11/2016,archivado,,7/12/2016,cn,"trajeron el telefono, falta el oficio. env�an oficio via mail con escaneo de orden de extraccion el d�a 01/12/16. retira aux. cristian buchrucker de ofi 9"
p-89330/16,oficina fiscal santa rosa,no,29/11/2016,archivado,,7/12/2016,lo,retira aux. 1� uid romina sosa
p-32204/16,primer juzgado flagrancia,si,30/11/2016,archivado,,6/12/2016,cn,retira aux. paola tano.
p-108187/16,valle de uco,si,7/12/2016,archivado,,14/12/2016,lo,
p-118324/16,oficina fiscal 15,si,1/12/2016,archivado,,7/6/2017,cn,"recibe aux adm jorge videla, auxiliar que lleva la causa en ufi maipu. se realiza informe de ufed de tres telefonos. se realzia informe de ufed y de encase del secuestro grande."
p2-125028/16,primera fiscalia correccinal san rafael,no,1/12/2016,archivado,15/12/2016,16/12/2016,lo,retira juan harazik zona sur. recibido en juzgado
p2-126359/16,tercer juzgado instrucci�n san rafael,no,1/12/2016,archivado,15/12/2016,16/12/2016,lo,retira juan harazik zona sur. recibido por jefe de mesa de entradas de juzgado
p-47265/16,tercer juzgado garantias,no,1/12/2016,archivado,,12/12/2016,cn,recibe jefe de mesa de entradas bernal.
p-118586/16,oficina fiscal 10,si,5/12/2016,archivado,,9/3/2017,lo,entregado en mesa de entrada de ufi maipu luj�n
p-114477/16,oficina fiscal san martin,no,5/12/2016,archivado,,13/1/2017,cn,retira aux. p.p. de investigaciones carlos acosta
p-113101/16,capital,si,14/12/2016,archivado,16/12/2016,,lo,
p-70472/16,san martin,no,7/12/2016,falta comenzar,,,cn,
p-66406/16,maipu-lujan,no,13/12/2016,archivado,,5/1/2017,lo,mesa de entradas de maip�-luj�n correccional
p-121552/16,capital,si,16/12/2016,archivado,,1/2/2018,cn,entregado en mesa de entradas ufi correccional
p-121985/16,oficina fiscal 9,si,15/12/2016,archivado,,17/1/2016,cn,recibido en mesa de entradas correccional de ufi guaymall�n
p-122255/16,oficina fiscal 8,si,15/12/2016,archivado,,16/12/2016,cn,retira aux. victor nu�ez
p-118032/16,capital,si,,se cae turno,,,lo,no lo trajeron
p-115599/16,godoy cruz,si,14/12/2016,archivado,,16/12/2016,lo,
p-102087/16,homicidios,si,19/12/2016,archivado,,23/2/2017,lo,retira pablo quiroga falta terminar notebook. terminada cargada en encase
p-19112/16,capital,si,15/12/2016,archivado,,28/12/2016,lo,entregado en mesa de entradas de capital
p2-125289/16,tercer juzgado instrucci�n san rafael,no,15/12/2016,archivado,,12/1/2017,cn,recibe chofer olivares eduardo. recibido en juzgado el 03/02/17. firmado por secretario
p-122289/16,valle de uco,si,21/12/2016,archivado,,26/12/2016,cn,recibido por aux. odorizi
p-30583/16,capital,si,22/12/2016,archivado,,5/1/2017,lo,mesa de entradas de capital
p-119972/16,oficina fiscal san martin,no,16/12/2016,archivado,,13/1/2017,cn,retira aux. p.p. de investigaciones carlos acosta
p-79374/16,capital,si,19/12/2016,archivado,,21/12/2016,cn,recibe perroni en juzgado de garant�as el 20/12/16 a las 12 hs. retira aux. feltrer daniel de ufi capital instrucci�n
p-79890/16 segundo,automotores,si,14/12/2016,archivado,,10/1/2017,lo,recibe bernal en juzgado de garant�as el 27/12/16. recibe fabian mora 10/01/17
fmz-12059602/2012,"juzgado federal 1 - secretar�a penal ""b""",si,26/12/2016,archivado,,9/2/2017,lo,retira con oficio en mano el aux. juan olivera de policia de mendoza. div. narcocriminalidad. se deja impresi�n de credencial.
p-120150/16,oficina fiscal san martin,no,21/12/2016,falta entregar,,13/1/2017,cn,retira aux. p.p. de investigaciones carlos acosta
p-103516/16,flagrancia,si,23/12/2016,archivado,,26/12/2016,cn,retira fabian mora
p-30583/16 segunda,capital,si,22/12/2016,archivado,,5/1/2017,lo,entregado en mesa de entradas de capital
19302,cuarto juzgado instrucci�n alvear,no,21/12/2016,archivado,,12/1/2017,cn,recibe chofer olivares eduardo. recibido en mesa de entradas
p-123014/16,maipu-lujan,si,23/12/2016,archivado,,28/12/2016,cn,entregado en mesa de entradas de maip�-luj�n
p-125511/16,homicidios,no,23/12/2016,archivado,,26/12/2016,cn,retira fabian mora
p-115964/16,homicidios,si,,archivado,,2/1/2016,lo,retira fabian mora
p-116979/16,oficina fiscal rivadavia,si,,se cae turno,,,lo,no lo trajeron se equivocaron y trajeron otro secuestro
p-99545/16 segundo turno,oficina fiscal 9,si,4/1/2017,archivado,,22/3/2017,lo,retira aux. izura de ofi 9
p-126655/16,homicidios,si,27/12/2016,archivado,,2/1/2016,lo,retira fabian mora
p-120150/16 segundo,oficina fiscal san martin,si,28/12/2016,archivado,,13/1/2017,lo,retira aux. p.p. de investigaciones carlos acosta
p-114203/16,san martin,si,28/12/2016,archivado,,13/1/2017,lo,retira aux. p.p. de investigaciones carlos acosta
p-95484/16 tercera,guaymallen,si,,archivado,,,lo,recibido en mesa de entradas de guaymall�n
p-79890/16 tercera,automotores,si,28/12/2016,archivado,,24/1/2017,lo,mesa de entradas del tercer juzgado de garant�as 11/01/17. retira fabian mora de homicidios el 24/01/17
p-126655/16 segundo,homicidios,si,28/12/2016,archivado,,10/1/2017,lo,recibe fabian mora 10/01/17
p2-127249/16,tercer juzgado instrucci�n san rafael,no,2/1/2017,archivado,16/3/2017,17/3/2017,cn,"hable con aux. pedro rios, la causa principal ya esta elevada y habria que hablar recien en febrero con el secretario o juez para que manden mail autorizando la extracci�n total no parcial. el dia 23/02/17 se recibe autorizaci�n via mail. retira juan harazink. recibe pedro rios aux mesa de entradas del 3� juzgado de instrucci�n"
p-126026/16,maipu-lujan,si,5/1/2017,archivado,,6/1/2017,lo,mesa de entradas de mmaip�-luj�n
p-125511/16 segunda,homicidios,si,4/1/2017,archivado,,10/1/2017,lo,recibe fabian mora 10/01/17
p-123560/16,oficina fiscal 9,si,11/11/2017,archivado,,3/7/2017,lo,"14/02/17 recibe informe en tercero de garant�as, jefe de mesa de entradas alejandro bernal y recibe secuestro auxiliar gonzalez ofi n� 9"
p-116979/16 segunda,oficina fiscal rivadavia,si,,se cae turno,,,lo,"no lo trajeron, vinieron al otro d�a a trerlo hable con el dra. marianetti ordeno mandarlo de vuelta"
p-116834/16,oficina fiscal rivadavia,si,9/1/2017,se cae turno,,,lo,trajeron el celular sin la orden hable con marianetti y dijo que no hab�a pedido autorizaci�n al juzgado de garant�as y quedo en solicitar nuevo turno
p-126839/16,oficina fiscal rivadavia,si,9/1/2017,archivado,,20/2/2017,cn,resta realizar aio bangho. retira auxiliar beritognolo de investigaciones zona este.falta all in one
p-3530/17,oficina fiscal rivadavia,si,9/1/2017,archivado,,20/2/2017,lo,retira aux. beritognolo investigaciones zona este
p-103952/16,oficina fiscal 8,si,19/1/2017,archivado,,9/10/2017,cn,recibe perroni en juzgado de garant�as el 09/02/017 a las 12 hs. recibido en ufi correccional 9/10/17
p-1/17,segunda circunscripcion otorgar turno sobre cerrado,si,12/1/2017,archivado,,26/1/2017,cn,retira aux. p.p. rodrigo maras de delitos tecnol�gicos por orden del juzgado.
p-73580/16,rivadavia-junin,no,16/1/2017,archivado,,20/2/2017,cn,retira aux. beritognolo investigaciones zona este
p-3124/17,homicidios,si,20/1/2016,archivado,,24/1/2017,cn,retira fabian mora
p-126731/16,guaymallen,si,16/1/2017,archivado,,22/2/2017,cn,entregado en ufi recibe aux claverol de mesa de entradas
p-6360/17,oficina fiscal 5,no,20/1/2017,archivado,,22/1/2017,cn,"retira gabriel miranda, ayudante fiscal el 22/01/17 a las 11:10 hs"
p-112005/15,oficina fiscal 6,si,20/10/2015,archivado,,23/1/2017,cn,recibido por mesa de entradas unidad
p-2001/17,homicidios,si,24/1/2017,archivado,,26/1/2017,cn,retira fabian mora
p-5152/17,homicidios,si,20/1/2017,falta entregar,,26/1/2017,cn,"retira solo tel�fonos, resta realizar netbook conectar igualdad. retira fabian mora"
p-7402/17,oficina fiscal 8,si,25/1/2017,archivado,,5/12/2017,cn,recibe secretario de flagrancia dr. maximo lorda
p-5436/17,oficina fiscal 9,si,30/1/2017,archivado,,9/3/2017,lo,entregado en mesa de entrada de guaymall�n
p-7698/17,homicidios,si,26/1/2017,archivado,,31/1/2017,cn,retira aux. victoria falcon de ufi homicidios
p-8171/17,oficina fiscal 15,si,26/1/2017,archivado,,21/3/2017,cn,retira auxiliar federico ursomarzo de ufi maipu. el d�a 24/05/17 se realiza una copia de los reportes a pedido de la ufi
p-126059/16,maipu-lujan,si,26/1/2017,archivado,,27/1/2017,cn,retira galdo andreoni
p-8453/17,oficina fiscal 15,no,27/1/2017,archivado,,27/1/2017,cn,entregado a la jefa de mesa de entradas estela romagnoli de la ufi maip�-luj�n
p-10/17,oficina fiscal 15,no,30/1/2017,archivado,,31/5/2017,cn,entregado a la jefa de mesa de entradas estela romagnoli de la ufi maip�-luj�n
p-9814/17,homicidios,no,31/1/2017,archivado,,2/2/2017,cn,retira aux sebastian vassellucci de ufi homicidios
p-116834/16 segundo,oficina fiscal rivadavia,si,9/1/2017,archivado,,20/2/2017,lo,retira aux. beritognolo investigaciones zona este
p-112129/16,oficina fiscal 10,si,2/2/2017,archivado,,3/4/2017,lo,mesa de entradas ufi maip�-luj�n
p-826/17,oficina fiscal 18,si,3/2/2017,archivado,,21/3/2017,lo,retira aux. claudia mercin?
p-4784/17,oficina fiscal 13,si,,se cae turno,,,lo,no lo trajeron
881/16,segunda fiscalia penal menores correccional san rafael,no,14/9/2016,archivado,16/2/2017,17/2/2017,cn,retira juan harazing. recibido por mesa de entradas de la segunda fiscalia penal de menores correccional
p-5990/17,homicidios,si,10/2/2017,archivado,,10/3/2017,cn,retira fabian mora
668/16,tercera fiscalia penal menores,si,13/2/2017,archivado,,16/2/2017,cn,"el d�a 10/02/17 se recibe oficio de autorizaci�n de la extracci�n de datos. retira aux. federico verdaguer, mesa de entradas tercer fiscal�a penal de menores"
757/16,segunda fiscalia penal menores,no,16/2/2017,archivado,,22/2/2017,cn,retira marcelo sabatini despacho de familia
p2-132479/17,tercer juzgado instrucci�n san rafael,no,16/2/2017,archivado,11/4/2017,12/4/2017,lo,retira juan arazink. recibido por mesa de entradas
19291,cuarto juzgado instrucci�n alvear,no,16/2/2017,archivado,16/3/2017,29/3/2017,lo,retira juan harazink. recibe daniel mateo plaza
p-17080/17,oficina fiscal 15,si,16/2/2017,archivado,,20/2/2017,lo,retira eliana ontiveros de ufi homicidios
p-15639/17,oficina fiscal 5,si,16/2/2017,archivado,,2/3/2017,lo,retira marina tagua de la ufi de robos agravados
p-108187/16 segundo,valle de uco,si,22/2/2017,archivado,,8/3/2017,lo,mesa de entradas las heras-lavalle
p-11992/17,"robos, hurtos y sustraccion automotores",si,24/2/2017,archivado,,7/3/2017,lo,retira aux marina tagua
p-65820/16 segunda,valle de uco,si,17/2/2017,archivado,,2/3/2017,lo,ufi las heras-lavalle
p-99365/16,godoy cruz,no,20/2/2017,archivado,,2/5/2017,cn,copia de dvd de c�mara gessell. retira aux. anabel elias.
p-67609/16,correccional,si,3/3/2017,archivado,,8/3/2017,lo,retira secretario ufi correccional abelardo arroyo
p-115964/16 segunda,homicidios,si,3/3/2017,archivado,,7/3/2017,lo,recibido en mesa de entradas del tercero de garantias el 07/03/17 y recibido en la ufi homicidios el 06/03/17
p-12189/17,oficina fiscal san martin,no,24/2/2017,archivado,,16/5/2017,lo,retira aux beritognolo de uid rivadavia
p-12665/17,oficina fiscal 13,si,1/3/2017,turno otorgado,,,,
p-127447/17,capital,si,,se cae turno,,,lo,"no lo trajeron, no alcanzaron a mandar el secuestro desde la oficina fiscal (cinthia)"
p-17133/17,oficina fiscal 10,si,24/2/2017,archivado,,21/3/2017,lo,retira auxiliar sini de la oficina fiscal 
p-12761/17,delitos economicos,si,13/3/2017,archivado,,14/3/2017,lo,mesa de entradas ufi delitos econ�micos
p-12154/17,san martin,no,6/3/2017,archivado,,10/3/2017,lo,retira auxiliar de policia de investigaciones hector orozco
p-123560/16 segundo turno,oficina fiscal 9,si,,se cae turno,,,lo,no encontraron el celular
p-22343/17,oficina fiscal 13,si,15/3/2017,archivado,,17/3/2017,lo,entregado en mesa de entradas de ufi de robos agravados
p-21817/17,oficina fiscal san martin,no,10/3/2017,archivado,,21/3/2017,lo,entregado a of. inspector toro enrique uid san mart�n
p-122272/16,homicidios,si,14/3/2017,archivado,,31/3/2017,lo,retira fabian mora. faltan computadoras
p-22410/17,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,lo,no lo trajeron
p-19579/17,oficina fiscal 5,si,14/3/2017,archivado,,17/3/2017,lo,recibido por ayudante fiscal gabriel miranda
p-113772/14,capital,si,,se cae turno,,,lo,no lo trajeron es del a ma�ana no lo hab�an dejado hablo con pablo lescano
p-20337/17,oficina fiscal rivadavia,no,16/3/2017,archivado,,16/5/2017,lo,retira auxiliar beritognolo de uid rivadavia
p-20352/17,oficina fiscal rivadavia,no,16/3/2017,archivado,,29/3/2017,lo,retiara insp. montolla de uid junin
p2-127285/16,segundo juzgado instrucci�n san rafael,no,16/3/2017,archivado,27/3/2017,29/3/2017,lo,retira juan arazik. recibio por jefe de mesa de entradas
p-23506/17,"robos, hurtos y sustraccion automotores",si,22/3/2017,archivado,,28/3/2017,lo,mesa de entradas ufi robos agravados
p-113772/14 segundo turno,capital,si,27/3/2017,archivado,,3/4/2017,lo,mesa de entradas ufi capital
p-22289/17,"robos, hurtos y sustraccion automotores",si,15/3/2017,archivado,,21/3/2017,lo,mesa de entradas ufi robos agravados
p-8812/17,san martin,no,21/3/2017,archivado,,4/4/2017,lo,son dos autorizaciones de lo mismo. retira zalvador de despacho zona este.
p-8812/17 segunda,san martin,no,21/3/2017,archivado,,4/4/2017,lo,retira zalvador de despacho zona este
p-22039/17,oficina fiscal san martin,no,21/3/2017,archivado,,29/3/2017,cn,retira insp. montolla de uid junin
p-24162/17,automotores,si,22/3/2017,archivado,,23/5/2017,lo,retira aux administrativa eliana ontivero
p-24501/17,oficina fiscal 4,si,30/3/2017,archivado,,4/4/2017,lo,retira aux. administrativo roux de oficina fiscal n� 04
p2-132854/17- sumario 60/17,primer juzgado instrucci�n san rafael,si,3/3/2017,archivado,11/4/2017,12/4/2017,cn,retira juan arazink. recibido por mesa de entradas
p2-131903/17,primer juzgado instrucci�n san rafael,si,27/3/2017,archivado,11/4/2017,12/4/2017,lo,retira juan arazink. recibido por mesa de entradas
p2-131890/17,primer juzgado instrucci�n san rafael,si,27/3/2017,archivado,11/4/2017,12/4/2017,lo,retira juan arazik. recibio por jefe de mesa de entradas
p-4784/17 segundo turno,capital,si,,se cae turno,,,lo,no lo trajeron no le informaron el turno en la ufi pediran nuevo turno
p-24081/17,maipu-lujan,si,,se cae turno,,,lo,no lo trajeron
p-160927/17,capital,si,5/4/2017,archivado,,6/4/2017,lo,mesa de entradas ufi capital
p-26817/17,oficina fiscal san martin,no,29/3/2017,archivado,,16/5/2017,cn,retira auxiliar beritognolo de uid rivadavia
p-28638/17,oficina fiscal 15,si,4/4/2017,archivado,,7/4/2017,cn,"retira dra. fernandez poblet, de ufi violencia de g�nero"
p2-127050/16,primer juzgado instrucci�n san rafael,no,,observacion,,,cn,no se recibe el material y se contesta mediante nota por directivas del ministerio publico
p-4784/17 tercer turno,capital,si,10/4/2017,archivado,,18/4/2017,lo,entregado en ufi capital
p-25076/17,capital,si,,se cae turno,,,lo,no lo trajeron
p-24081/17 segundo turno,maipu-lujan,si,,archivado,,10/4/2017,lo,entregado en mesa de entradas ufi maip�-luj�n
p2-133512/17,segunda fiscalia correccinal san rafael,si,6/4/2017,archivado,11/4/2017,12/4/2017,lo,retira juan arazink. recibido por mesa de entradas
p-12665/17 segundo turno,capital,si,,archivado,,2/5/2017,lo,recibido en ufi de capital
p-25519/17,"robos, hurtos y sustraccion automotores",no,7/4/2017,archivado,,20/4/2017,lo,reitira aux. gabriela marin. para fecha 29/04/17 solicitaron entrecruzamiento de datos de la extracci�n. el 30/05/17 reciben el reporte aux marin. 
p-30182/17,oficina fiscal 1,no,8/4/2017,archivado,,9/4/2017,lo,carla entrega los 3 primeros celulares en persona en oficina n� 1. el 11/04/17 se entregan los restantes telefonos a la ufi capital. dra vignerdo
p-123548/16,guaymallen,si,10/4/2017,archivado,,2/5/2017,lo,recibido en ufi de guaymall�n
p-31220/17,oficina fiscal 10,no,10/4/2017,archivado,,2/5/2017,cn,retira maida sykes maip�-luj�n
p-27669/17,guaymallen,si,19/4/2017,archivado,,26/4/2017,lo,mesa de entradas ufi guaymall�n
p-31499/17,capital,no,12/4/2017,archivado,,12/4/2017,cn,ufi capital secretario alejandro cano
p-19462/17,homicidios,si,12/4/2017,archivado,,25/4/2017,lo,retira aux. administrativa valeria ag�ero
p-31003/17,automotores,si,20/4/2017,archivado,,27/4/2017,lo,retira secuestro auxiliar administrativa veronica trombatore
p-126088/16,maipu-lujan,si,18/4/2017,archivado,,2/5/2017,lo,recibido en ufi maip�-luj�n
p-116241/16,homicidios,si,26/4/2017,archivado,,5/5/2017,lo,recibe fabian mora 05/05/17
p-102054/16 segundo turno,godoy cruz,si,2/5/2017,archivado,,4/5/2017,lo,recibido en mesa de entradas de godoy cruz
p-53854/16,maipu-lujan,si,21/4/2017,archivado,,2/5/2017,lo,recibido en ufi 
p-26757/17,oficina fiscal san martin,si,12/4/2017,archivado,,16/5/2017,lo,retira auxiliar beritognolo de uid rivadavia
p-121103/16,maipu-lujan,si,10/5/2017,archivado,,12/5/2017,cn,retira aux. paola zabala
p-30182/17 segunda,capital,si,26/4/2017,archivado,,26/4/2017,lo,mesa de entradas ufi capital
p-81809/16,godoy cruz,si,3/5/2017,archivado,,3/5/2017,lo,entregado personalmente en mesa de entradas a nancy de la fuente (jefa de mesa de entradas de la ufi g. c.)
p-120755/16,godoy cruz,si,27/4/2017,archivado,,2/5/2017,lo,recibido en ufi de godoy cruz
p-35055/17,homicidios,si,5/5/2017,archivado,,17/5/2017,lo,recibe auxiliar estefania meli
p2-125332/16,primera fiscalia instrucci�n san rafael,si,4/5/2017,archivado,28/6/2017,30/6/2017,lo,retira juan harazink de despacho zona sur. recibido en primera fiscal�a civil y de instrucci�n 
p-7965/17,godoy cruz,si,10/5/2017,archivado,,22/5/2017,lo,mesa de entradas ufi godoy cruz
p-44203/16,capital,si,12/5/2017,archivado,,16/5/2017,lo,recibe auxiliar diego badin capital
p-32874/17,godoy cruz,si,10/5/2017,archivado,,11/5/2017,lo,recibido mesa de entradas de godoy cruz
p-28774/17,oficina fiscal 2,si,8/5/2017,archivado,,9/5/2017,lo,falta oficio. lo mandan por mail. mail adjunto al secuestro (enviado mail para que retiren a automotores)
p-29637/17,oficina fiscal rivadavia,si,31/5/2017,archivado,,1/6/2017,lo,"recibido por despacho 3� circunscripci�n judicial, gabriel salvador"
p-39259/17,oficina fiscal 15,si,8/5/2017,archivado,,26/5/2017,lo,recibido en mesa de entradas de ufi robos agravados se archiva en carpeta de rob agrav.
p-39363/17,oficina fiscal 15,si,8/5/2017,archivado,,31/5/2017,lo,entregado personalmente en mesa de entradas de la ufi robos a aux. miguel servera
p-25903/17,maipu-lujan,si,17/5/2017,archivado,,22/5/2017,lo,mesa de entradas de maip�-luj�n
p2-125332/16 segundo turno,primera fiscalia instrucci�n san rafael,si,,turno otorgado,,,,
